"","author","paper_title","publication_year","aim_study","data_availability","study_design","risk_1","risk_2","risk_3","risk_4","risk_5","measured_1","measured_2","measured_3","measured_4","measured_5","units_assessed_1","units_assessed_2","units_assessed_3","units_assessed_4","units_assessed_5","how_computed_1","how_computed_2","how_computed_3","how_computed_4","how_computed_5","times_measured_1","times_measured_2","times_measured_3","times_measured_4","times_measured_5","study_1","study_2","study_3","study_4","study_5","intervention_1","intervention_2","intervention_3","intervention_4","intervention_5","intervention_times_1","intervention_times_2","intervention_times_3","intervention_times_4","intervention_times_5","exposure_1","exposure_2","exposure_3","exposure_4","exposure_5","exposure_times_1","exposure_times_2","exposure_times_3","exposure_times_4","exposure_times_5","domain","temporal_analysis_1","temporal_analysis_2","temporal_analysis_3","temporal_analysis_4","temporal_analysis_5","how_analyzed_1","how_analyzed_2","how_analyzed_3","how_analyzed_4","how_analyzed_5","test-retest_result_1","test-retest_result_2","test-retest_result_3","test-retest_result_4","test-retest_result_5","temporal_trend_result_1","temporal_trend_result_2","temporal_trend_result_3","temporal_trend_result_4","temporal_trend_result_5","mean_difference_result_1","mean_difference_result_2","mean_difference_result_3","mean_difference_result_4","mean_difference_result_5","comparison_significant_1","comparison_significant_2","comparison_significant_3","comparison_significant_4","comparison_significant_5","test-retest_interval_1","test-retest_interval_2","test-retest_interval_3","test-retest_interval_4","test-retest_interval_5","temporal_trend_interval_1","temporal_trend_interval_2","temporal_trend_interval_3","temporal_trend_interval_4","temporal_trend_interval_5","mean_difference_interval_1","mean_difference_interval_2","mean_difference_interval_3","mean_difference_interval_4","mean_difference_interval_5","type_participants_1","type_participants_2","type_participants_3","type_participants_4","type_participants_5","characteristics_sample_1","characteristics_sample_2","characteristics_sample_3","characteristics_sample_4","characteristics_sample_5","age_category_1","age_category_2","age_category_3","age_category_4","age_category_5","country_1","country_2","country_3","country_4","country_5","sample_size_1","sample_size_2","sample_size_3","sample_size_4","sample_size_5","prop_female_1","prop_female_2","prop_female_3","prop_female_4","prop_female_5","mean_age_1","mean_age_2","mean_age_3","mean_age_4","mean_age_5","SD_age_1","SD_age_2","SD_age_3","SD_age_4","SD_age_5","lowest_age_1","lowest_age_2","lowest_age_3","lowest_age_4","lowest_age_5","highest_age_1","highest_age_2","highest_age_3","highest_age_4","highest_age_5"
"148","Higginbotham","Subregional differences in Australian climate risk perceptions: coastal versus agricultural areas of the Hunter Valley, NSW",2014,"the present study explored public perceptions of climate change in-depth using the ‘environmental cognitive stress model.’ it sought to understand how specific risk perceptions, appraisals, affect and actions vary within subregional populations, between subregions and across time; data that will inform a fine-grained appraisal of the
model.",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"3-point likert scale",NA,NA,NA,NA,"risk measured through concern, 13 items",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natural catastrophe; other: climate change","yes",NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,"baseline-follow-up

eight of the 12 concerns diminished at follow-up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28 months",NA,NA,NA,NA,"layeople",NA,NA,NA,NA,"hunter valley residents",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"australia",NA,NA,NA,NA,1162,NA,NA,NA,NA,0.6,NA,NA,NA,NA,"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Shoots-Reinhard","Ability-related political polarization in the COVID-19 pandemic",2021,"we investigated ability-related political polari­zation in responses to the covid-19 pandemic","wave 1: https://osf.io/qu8bp/?view_only=cf126f09578e44c9b6abee49b6e72b5a 
wave 2: https://osf.io/8kc3n/?view_only=b88aa399822741d08a2a64ef96b8db9b 
wave 3: https://osf.io/7s3fj/?view_only=950358d501ec47ed8cbcc682ad79103b 
wave 4: https://osf.io/9j8x2/?view_only=ab36bece8f8d4978b552fff124df81a5 
wave 5: https://osf.io/qnrt8/?view_only=4688d565edbd410f844 
74bc4c6f8cbb3","longitudinal","risk","threat",NA,NA,NA,"scale","scale",NA,NA,NA,"6-point likert scale","6-point likert scale",NA,NA,NA,"participants answered five general risk perception questions (e.g., “how likely is it that you will get the coro­navirus at some point in the future?”)","perceptions of pandemic-related indirect threats. we asked par­
ticipants to rate how threatening the coronavirus epidemic is to four 
pandemic-related targets (e.g., “how much do you feel the u.s. medical 
resources supply is at risk as a result of the coronavirus epidemic?”",NA,NA,NA,"5",5,NA,NA,NA,"study 1","study 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Nielsen","Longitudinal Patterns of Food Procurement Over of the Course of the COVID-19 Pandemic: Findings From a Canadian Online Household Survey",2022,"this investigation aimed to longitudinally evaluate food procurement patterns, concern of virus exposure in grocery retailers, and food access challenges over the pandemic among a sample of households in quebec, canada.",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"3-point likert scale",NA,NA,NA,NA,"16 items.
concern of virus exposure in grocery stores and from grocery products, methods
of meal preparation, and food access challenges (including during self-isolation)",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe","yes",NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"concern of virus exposure in grocery retailers and disinfection/discarding of
food packaging was highest during the lockdown, but significantly decreased over time.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"household’s primary
grocery shopper",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"canada",NA,NA,NA,NA,491,NA,NA,NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Gidengil","Trends in Risk Perceptions and Vaccination Intentions: A Longitudinal Study ofthe First Year ofthe H1N1 Pandemic",2012,"we sought to chronicle the us public’s
evolving risk perceptions regarding the 2009
h1n1 influenza pandemic and the relationship
of these perceptions to vaccination intentions.
","rand’s american life panel (alp), http://www.rand.org/ labor/roybalfd/american_life.html","longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"0% to 100% visual scale",NA,NA,NA,NA,"estimate their risk of contracting h1n1 influenza over the next month as well as their risk of death conditional on contracting h1n1 influenza",NA,NA,NA,NA,"10",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h1n1 pandemic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe; other: h1n1 pandemic","yes",NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"in the first month 9% during the first wave and the percentage slowly increased over the summer. perceived risk spiked to 18% from august to september and then declined over the next few months to 11% by the end of january.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27 days",NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"usa",NA,NA,NA,NA,2504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,91,NA,NA,NA,NA
"152","Borrelli","Risk perception and smoking behavior in medically ill
smokers: a prospective study",2010,"to examine the influence of risk perception on intentions to quit smoking and post-treatment abstinence.",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point likert",NA,NA,NA,NA,"current and future risk perception items for each of perceived vulnerability, optimistic bias and precaution effectiveness",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,"cessation counseling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cigarettes ; health","yes",NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,"pre-posttreatment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 months",NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"smokers",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"united states of america",NA,NA,NA,NA,237,NA,NA,NA,NA,0.53,NA,NA,NA,NA,"56",NA,NA,NA,NA,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Link","Reversing Broken Windows: Evidence of Lagged, Multilevel Impacts of Risk Perceptions on Perceptions of Incivility",2017,"examining the broken windows theory and assessing the impact risk perception has on later changes in perceptions of incivilities while controlling for model pathways and other key controls.","panel data used in this analysis derived from a probability sample of baltimore 
city residents (for a detailed description of the data and procedures, see perkins, 1989).","longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"3-point likert scale",NA,NA,NA,NA,"four items: using response categories “big” (2)/“somewhat” (1)/“not” (0), individuals estimated how much of a problem 
(a) “burglary?” (b) “people selling illegal drugs?” (c) “people getting robbed on the street?” and (d) “people getting assaulted or beaten up on the street?” 
were on their particular streetblock.",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other: crime","yes",NA,NA,NA,NA,"correlation",NA,NA,NA,NA,".599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"united states of america",NA,NA,NA,NA,305,NA,NA,NA,NA,0.67,NA,NA,NA,NA,"49.26",NA,NA,NA,NA,15.52,NA,NA,NA,NA,20,NA,NA,NA,NA,88,NA,NA,NA,NA
"154","Barett","Evaluation of food safety curriculum effectiveness: A longitudinal study of high-school-aged youths’ knowledge retention, risk-perception, and perceived behavioral control",2021,"two food safety curricula were evaluated for effectiveness in changing the food safety knowledge, risk-perception, and perceived behavioral control (pbc) of high school students enrolled in microbiology and agriculture courses, immediately following and one year after an educational intervention",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point likert",NA,NA,NA,NA,"5 questions",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,"food safety curriculum: positive deviance (pd) model and experimental learning (el)",NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health","yes",NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,"pre - post survey
pre - follow-up survey 
post- follow-up survey 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre - post: 7 days
pre - follow-up: 1 year
post - follow-up: 1 year",NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"students",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Hagen","Risk Perceptions and Amplification Effects over Time: Evaluating Fukushima Longitudinal Surveys",2022,"this study examines (a) how perception factors such as concern, risk, political saliency, trust, and attitudes toward energy policies related to nuclear power changed over time and among different populations, and (b) if social amplification and ripple effects were present after the 2011 fukushima daiichi nuclear disaster in japan.","survey sampling international","other: serial cross-sectional","concern",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point likert scale",NA,NA,NA,NA,"concern: levels of concern about environment and about the safety of nuclear technology in japan",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nuclear power accidents","yes",NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"the data show that concern levels changed over time. specifically, levels increased from 2010 to 2013 following the disaster but decreased in 2016. however, people were still more concerned about the environment five years after the accident than in 2010.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"japan",NA,NA,NA,NA,3402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Choi","Older marijuana users’ marijuana risk perceptions:
associations with marijuana use patterns and marijuana and other substance use disorders",2018,"we examined associations of older marijuana users’ risk perceptions with their marijuana use patterns and substance use disorders.","nsduh public use files","serial-cross sectional","risk",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"4-point likert scale (no risk, slight risk, moderate risk, and great risk)",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drugs; other: marijuana use","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Morrell","Predicting Adolescent Perceptions of the Risks and Benefits of Cigarette Smoking: A Longitudinal Investigation",2010,"to evaluate developmental changes, personal smoking experiences, and vicarious smoking experiences as predictors of adolescents’ perceptions of the risks and benefits of cigarette smoking over time, in order to identify new and effective targets for youth smoking prevention programs.",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"0%-100%",NA,NA,NA,NA,"participants estimated the
likelihood of 15 smoking-related risks and benefits using conditional risk assessments, in which scenarios were used to explicitly place the outcomes under investigation in the
context of a specific behavior.  the first scenario evaluated short-term risks and benefits: “imagine that you just
began smoking. you smoke about 2 or 3 cigarettes each day. sometimes you smoke alone, and sometimes you smoke with friends. if you smoke about 2 or 3 cigarettes each day, what
is the chance that…?” the second scenario evaluated long-term risks: “imagine that you continued to smoke about 2 or 3 cigarettes each day for the rest of your life. what is the
chance that…?”",NA,NA,NA,NA,"4",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cigarettes ; health","yes",NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"perceptions of risk decreased with
time, but not after sex and parental smoking were included in the model.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"students",NA,NA,NA,NA,"adolescent",NA,NA,NA,NA,"usa",NA,NA,NA,NA,395,NA,NA,NA,NA,0.53,NA,NA,NA,NA,"14",NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Nie","The Relationship Between Meaning in Life and Health Behaviors in Adults Aged 55 Years and Over During the COVID‑19 Pandemic: the Mediating Role of Risk Perception and the Moderating Role of Powerful Others Health Locus of Control",2022,"this study aimed to verify the relationship among meaning in life (mil), epidemic risk perception, health locus of control (hlc), and preventive health behaviors among older adults after the covid-19 outbreak was declared a pandemic","osf.io/4cs6y","longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point likert scale",NA,NA,NA,NA,"15 itmes.
epidemic risk perception questionnaire",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe; other: health behaviors","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Müller","Burnout among hospital staff during the COVID-19 pandemic: Longitudinal results from the international Cope-Corona survey study",2023,"long-term changes in burnout and its predictors in hospital staff during the covid-19 pandemic were investigated in an international study.","data available upon request","longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point likert scale",NA,NA,NA,NA,"3 items",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Schaefer","Relationships between changes in HIV risk perception and condom use in East Zimbabwe 2003–2013: population-based longitudinal analyses",2020,"this study examines longitudinal relationships between changes in hiv risk perception and in condom use and the public health importance of changing risk perception.","http://www.manicalandhivproject.org/data.html","longitudinal","risk",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"2-point likert scale",NA,NA,NA,NA,"“if you are not infected, do you think you are in danger of getting infected now or in the future?”",NA,NA,NA,NA,"4",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health; health catastrophe; other: hiv","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Gordon","Resistance exercise training for anxiety and worry symptoms among young adults: a randomized controlled trial",2020,"this trial quantified the effects of ecologically-valid resistance exercise training (ret) on anxiety and worry symptoms among young adults.","data available upon request","longitudinal","worry",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point likert scale",NA,NA,NA,NA,"16 items of  penn state worry questionnaire (pswq)",NA,NA,NA,NA,"4",NA,NA,NA,NA,"single",NA,NA,NA,NA,"resistance exercise training  two sets of between 8 and 12 repetitions of eight exercises before experiencing either fatigue, a deterioration in lifting form noted by the investigator, or failure to complete a repetition)",NA,NA,NA,NA,"8 week, twice-weekly intervention",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health","yes",NA,NA,NA,NA,"correlation",NA,NA,NA,NA,"r = − 0.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"patients",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"ireland",NA,NA,NA,NA,28,NA,NA,NA,NA,0.64,NA,NA,NA,NA,"26",NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Ruddy","Long-Term Risk Perceptions ofWomenWith Ductal Carcinoma In Situ",2013,"this study aims to evaluate risk perceptions in women with ductal carcinoma in situ after 5 years.",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point likert scale and percent likelihood on a scale of 0-100",NA,NA,NA,NA,"5 items: a) your dcis will spread to other places in your body in your lifetime? (b) you will develop dcis again within the next 5 years compared with other women your age? (c)you will develop dcis again within your lifetime? (d)
you will develop invasive breast cancer within the next 5 years compared with other women your age? and (e) you will develop
invasive breast cancerwithin yourlifetime?",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cancer","yes",NA,NA,NA,NA,"mean differences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,"compared with the surveys conducted at enrollment and after 18 months, the proportion of women who perceived their risk to be at least moderate decreased for all outcomes other than spread to other parts of the body",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 months",NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"women with ductal carcinoma in situ",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"united states of america",NA,NA,NA,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54",NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,76,NA,NA,NA,NA
"163","Conner","The stability of risk and benefit perceptions: a longitudinal study assessing the perception of biotechnology",2016,"the aim of the present study was to examine the stability of participants’ risk and benefit perceptions of gene technology over a period of two years.",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"6-point likert",NA,NA,NA,NA,"9 items",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health; other: gene technology","yes",NA,NA,NA,NA,"correlation",NA,NA,NA,NA,".49 < r < .59",NA,NA,NA,NA,"moderater stable (r= 0.5 - 0.7)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 years",NA,NA,NA,NA,"2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"switzerland",NA,NA,NA,NA,534,NA,NA,NA,NA,0.42,NA,NA,NA,NA,"57",NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Fortune","Worry and Pathological Worry in Patients with Psoriasis: Cross Sectional and Longitudinal Analyses of the Penn State Worry Questionnaire (PSWQ) in Four Samples of Patients",2005,"the purpose of the present study was to examine the psychometric properties of the penn state worry questionnaire (pswq) in patients with psoriasis.",NA,"longitudinal","worry",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point likert scale",NA,NA,NA,NA,"16 items",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,"patients receiving standard medical treatment for their psoriasis",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health","yes",NA,NA,NA,NA,"test-retest",NA,NA,NA,NA,"icc=0.78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"patients with psoriasis",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"the united kingdom",NA,NA,NA,NA,100,NA,NA,NA,NA,0.44,NA,NA,NA,NA,"43.5",NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
