"","author","paper_title","publication_year","data_availability","study_design","risk_1","risk_2","risk_3","risk_4","risk_5","measured_1","measured_2","measured_3","measured_4","measured_5","units_assessed_1","units_assessed_2","units_assessed_3","units_assessed_4","units_assessed_5","item_number_1","item_number_2","item_number_3","item_number_4","item_number_5","times_measured_1","times_measured_2","times_measured_3","times_measured_4","times_measured_5","study_1","study_2","study_3","study_4","study_5","intervention_yesno_1","intervention_yesno_2","intervention_yesno_3","intervention_yesno_4","intervention_yesno_5","exposure_yesno_1","exposure_yesno_2","exposure_yesno_3","exposure_yesno_4","exposure_yesno_5","domain","health","validation","nature","crime","finance","nuclear","political","social","temporal_analysis_1","temporal_analysis_2","temporal_analysis_3","temporal_analysis_4","temporal_analysis_5","how_analyzed_1","how_analyzed_2","how_analyzed_3","how_analyzed_4","how_analyzed_5","correlation_results_1","correlation_results_1.1","correlation_results_1.2","correlation_results_1.3","correlation_results_1.4","correlation_results_1.5","correlation_results_1.6","correlation_results_1.7","correlation_results_1.8","correlation_results_2","correlation_results_3","correlation_results_4","correlation_results_5","ICC_results_1","ICC_results_1.1","temporal_trend_result_1","temporal_trend_result_2","temporal_trend_result_3","temporal_trend_result_4","temporal_trend_result_5","mean_difference_result_1","mean_difference_result_2","mean_difference_result_3","mean_difference_result_4","mean_difference_result_5","test-retest_interval_1","test-retest_interval_2","test-retest_interval_3","test-retest_interval_4","test-retest_interval_5","temporal_trend_interval_1","temporal_trend_interval_2","temporal_trend_interval_3","temporal_trend_interval_4","temporal_trend_interval_5","mean_difference_interval_1","mean_difference_interval_2","mean_difference_interval_3","mean_difference_interval_4","mean_difference_interval_5","type_participants_1","type_participants_2","type_participants_3","type_participants_4","type_participants_5","sample_category_1","sample_category_2","sample_category_3","sample_category_4","sample_category_5","age_category_1","age_category_2","age_category_3","age_category_4","age_category_5","country_1","country_2","country_3","country_4","country_5","sample_size_1","sample_size_2","sample_size_3","sample_size_4","sample_size_5","prop_female_1","prop_female_2","prop_female_3","prop_female_4","prop_female_5","mean_age_1","mean_age_2","mean_age_3","mean_age_4","mean_age_5","SD_age_1","SD_age_2","SD_age_3","SD_age_4","SD_age_5","lowest_age_1","lowest_age_2","lowest_age_3","lowest_age_4","lowest_age_5","highest_age_1","highest_age_2","highest_age_3","highest_age_4","highest_age_5","item_number_numeric"
"120","de Vet","Predictors of Stage Transitions in the Precaution
Adoption Process Model",2008,"dutch internet research panel","longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"4",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"health",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"121","Xu","People at Risk of Influenza Pandemics: The Evolution of Perception and Behavior",2015,NA,"serial cross-sectional","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"6",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"health catastrophe; other: h1n1 influenza pandemic",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"china",NA,NA,NA,NA,1006,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"122","Schmid","Reducing Aggressive Intergroup Action Tendencies: Effects of Intergroup Contact Via Perceived Intergroup Threat",2014,NA,"serial cross-sectional","threat",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"2",NA,NA,NA,NA,"2",NA,NA,NA,NA,"study 2",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"other: aggressive intergroup action",0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,"correlation",NA,NA,NA,NA,"r=0.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"participants with an immigrant background",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"germany, italy, netherlands, poland, uk, portugal, france, hungary",NA,NA,NA,NA,7042,NA,NA,NA,NA,0.53,NA,NA,NA,NA,"49.36",NA,NA,NA,NA,16.98,NA,NA,NA,NA,16,NA,NA,NA,NA,98,NA,NA,NA,NA,2
"123","Canetti","Threatened or Threatening? How Ideology Shapes Asylum Seekers’ Immigration Policy Attitudes in Israel and Australia",2016,"midgam panel","longitudinal","threat",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"8",NA,NA,NA,NA,"2",NA,NA,NA,NA,"study 2",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"other: political",0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"124","Johnson","Longitudinal effects of cigarette pictorial warning labels 
among young adults",2022,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"8",NA,NA,NA,NA,"4",NA,NA,NA,NA,"single",NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"cigarettes ; health",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"young adults",NA,NA,NA,NA,"usa",NA,NA,NA,NA,229,NA,NA,NA,NA,0.445,NA,NA,NA,NA,"24.6",NA,NA,NA,NA,3.4,NA,NA,NA,NA,18,NA,NA,NA,NA,30,NA,NA,NA,NA,8
"125","Imai","Risk perception, self-efficacy, trust for physician, depression, and behavior modification in diabetic patients",2020,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"2",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"health; other: behavioral changes in diabetic patients",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"126","Armstrong-Carter","Adolescents' perceptions of social risk and prosocial tendencies: Developmental change and individual differences",2023,"data available upon request","longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"other: social risk and prosocial tendencies",0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Gordon","Resistance exercise training among young adults with analogue generalized anxiety disorder",2021,NA,"longitudinal","worry",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"16",NA,NA,NA,NA,"4",NA,NA,NA,NA,"single",NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"health; other: exercise and anxiety disorder",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"correlation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"patient",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"ireland",NA,NA,NA,NA,44,NA,NA,NA,NA,0.666,NA,NA,NA,NA,"25.4",NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"128","Qin","Exploring the dynamic relationships between risk perception and behavior in response to the Coronavirus Disease 2019 (COVID-19) outbreak",2021,NA,"serial cross-sectional","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"3",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"health catastrophe; other: covid-19",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"multiple samples",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"usa",NA,NA,NA,NA,1976,NA,NA,NA,NA,0.5825,NA,NA,NA,NA,"49.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"129","Siegrist","Worldviews, trust, and risk perceptions shape public
acceptance of COVID-19 public health measures",2021,"https://osf.io/ar6zf","longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"5",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"health catastrophe",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"switzerland",NA,NA,NA,NA,1223,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,70,NA,NA,NA,NA,5
"130","Johnson","Temporal shifts in Americans' risk perceptions of the Zika outbreak",2020,"decision research online panel","longitudinal","risk",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"1",NA,NA,NA,NA,"4",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"health catastrophe; other: zika",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"usa",NA,NA,NA,NA,370,NA,NA,NA,NA,0.514,NA,NA,NA,NA,"47.3",NA,NA,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"131","Rockliffe","Investigating the utility of the COM-B and TM model to explain changes in eating behaviour during pregnancy: A longitudinal cohort study",2022,"data available upon request","longitudinal","risk","worry",NA,NA,NA,"scale","scale",NA,NA,NA,"likert scale","likert scale",NA,NA,NA,"4",NA,NA,NA,NA,"4",4,NA,NA,NA,"single","single",NA,NA,NA,0,0,0,0,0,1,1,0,0,0,"health; other: pregnancy",1,0,0,0,0,0,0,0,1,1,NA,NA,NA,"mean difference","mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant","significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.31,107.31,NA,NA,NA,"laypeople","laypeople",NA,NA,NA,"only female","only female",NA,NA,NA,"adults","adults",NA,NA,NA,"uk","uk",NA,NA,NA,516,516,NA,NA,NA,1,1,NA,NA,NA,"30",30,NA,NA,NA,4.8,4.8,NA,NA,NA,18,18,NA,NA,NA,45,45,NA,NA,NA,4
"132","Yilmaz","Psychometric Characteristics of the Penn State Worry 
Questionnaire and Metacognitions Questionnaire-30 and Metacognitive Predictors of Worry and Obsessive–Compulsive Symptoms in a Turkish Sample",2008,NA,"longitudinal","worry",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"16",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"health; other: questionnaire validation",1,1,0,0,0,0,0,0,1,NA,NA,NA,NA,"test-retest",NA,NA,NA,NA,"r= 0.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"students",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"turkey",NA,NA,NA,NA,26,NA,NA,NA,NA,0.07,NA,NA,NA,NA,"28.39",NA,NA,NA,NA,4.3,NA,NA,NA,NA,23,NA,NA,NA,NA,46,NA,NA,NA,NA,16
"133","Grabski","Is approving esketamine as an antidepressant for treatment resistant depression associated with recreational use and risk perception of ketamine? Results from a longitudinal and cross-sectional survey in nightlife attendees",2022,"data from the electronic music scene survey united kingdom (emss uk), an extension of the emss survey","longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"14",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"drugs; other: esketamine for treating depression",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"134","Wise","Changes in risk perception and self-reported protective
behaviour during the first week of the COVID-19 pandemic in the United States",2020,NA,"serial cross-sectional","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"range",NA,NA,NA,NA,"3",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"health catastrophe; other: covid-19",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"usa",NA,NA,NA,NA,375,NA,NA,NA,NA,0.55,NA,NA,NA,NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"135","Contreras-Yáñez","Validation of a risk perception questionnaire developed for patients with rheumatoid arthritis",2019,NA,"serial cross-sectional","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"range",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"health; other: rheumatoid arthritis",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"test-retest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"students",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"mexico",NA,NA,NA,NA,270,NA,NA,NA,NA,0.97,NA,NA,NA,NA,"57",NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,63,NA,NA,NA,NA,NA
"136","Liu","A longitudinal study of factors associated with perceived risk of recurrence in women with ductal carcinoma in situ and early-stage invasive breast cancer",2010,NA,"longitudinal","risk",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"range",NA,NA,NA,NA,"1",NA,NA,NA,NA,"4",NA,NA,NA,NA,"single",NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"cancer ; other: breast cancer",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"clinical/patients",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"usa",NA,NA,NA,NA,535,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"137","Tsay-Vogel","Social media cultivating perceptions of privacy: A 5-year analysis of privacy attitudes and self-disclosure behaviors among Facebook users",2018,NA,"longitudinal","threat",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"10",NA,NA,NA,NA,"6",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"other: social media and online privacy attitudes",0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"students",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"usa",NA,NA,NA,NA,2789,NA,NA,NA,NA,0.71,NA,NA,NA,NA,"19.47",NA,NA,NA,NA,1.29,NA,NA,NA,NA,18,NA,NA,NA,NA,25,NA,NA,NA,NA,10
"138","Lima","On the influence of riskperception on mental health: living near an incinerator",2004,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"1",NA,NA,NA,NA,"8",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"health; other: wate incinerator and well-being",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"portugal",NA,NA,NA,NA,906,NA,NA,NA,NA,0.52,NA,NA,NA,NA,"47.05",NA,NA,NA,NA,17.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"139","Raude","Understanding health behaviour changes in response to outbreaks: Findings from a longitudinal study of a large epidemic of mosquito-borne disease",2019,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"6",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"health; other: mosquito-borne",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"french guiana",NA,NA,NA,NA,434,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"140","Szántó","COVID-19 skepticism and the perception of risk",2022,"https://osf.io/rsvy6/","serial cross-sectional","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"health catastrophe",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"141","Kim","When beef consumption becomes politicized: Longitudinal change of US beef purchase intention and political values in Korea",2021,NA,"serial cross-sectional","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"health; other: beef consumption",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Thomas","Consumer risk perception and trusted sources of food safety information during the COVID-19 pandemic",2021,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"range",NA,NA,NA,NA,"19",NA,NA,NA,NA,"5",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"health; other: food safety",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"usa",NA,NA,NA,NA,3584,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"143","Thomas","Do Individual Characteristics Explain Variation in Sanction Risk Updating Among Serious Juvenile Offenders? Advancing the Logic of Differential Deterrence",2013,NA,"longitudinal","risk",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"1",NA,NA,NA,NA,"7",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"other: crime, juvenile offenders",0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
