"","study_id","title","author","paper_title","publication_year","aim_of_study","data_availability","study_design","risk_1","risk_2","risk_3","risk_4","risk_5","measured_1","measured_2","measured_3","measured_4","measured_5","units_assessed_1","units_assessed_2","units_assessed_3","units_assessed_4","units_assessed_5","how_computed_1","how_computed_2","how_computed_3","how_computed_4","how_computed_5","times_measured_1","times_measured_2","times_measured_3","times_measured_4","times_measured_5","study_1","study_2","study_3","study_4","study_5","intervention_1","intervention_2","intervention_3","intervention_4","intervention_5","intervention_times_1","intervention_times_2","intervention_times_3","intervention_times_4","intervention_times_5","intervention_duration_1","intervention_duration_2","intervention_duration_3","intervention_duration_4","intervention_duration_5","intervention_interval_1","intervention_interval_2","intervention_interval_3","intervention_interval_4","intervention_interval_5","exposure_1","exposure_2","exposure_3","exposure_4","exposure_5","exposure_times_1","exposure_times_2","exposure_times_3","exposure_times_4","exposure_times_5","exposure_duration_1","exposure_duration_2","exposure_duration_3","exposure_duration_4","exposure_duration_5","exposure_interval_1","exposure_interval_2","exposure_interval_3","exposure_interval_4","exposure_interval_5","domain","temporal_analysis_1","temporal_analysis_2","temporal_analysis_3","temporal_analysis_4","temporal_analysis_5","how_analyzed_1","how_analyzed_2","how_analyzed_3","how_analyzed_4","how_analyzed_5","test-retest_result_1","test-retest_result_2","test-retest_result_3","test-retest_result_4","test-retest_result_5","temporal_trend_result_1","temporal_trend_result_2","temporal_trend_result_3","temporal_trend_result_4","temporal_trend_result_5","mean_difference_result_1","mean_difference_result_2","mean_difference_result_3","mean_difference_result_4","mean_difference_result_5","comparison_significant_1","comparison_significant_2","comparison_significant_3","comparison_significant_4","comparison_significant_5","test-retest_interval_1","test-retest_interval_2","test-retest_interval_3","test-retest_interval_4","test-retest_interval_5","temporal_trend_interval_1","temporal_trend_interval_2","temporal_trend_interval_3","temporal_trend_interval_4","temporal_trend_interval_5","mean_difference_interval_1","mean_difference_interval_2","mean_difference_interval_3","mean_difference_interval_4","mean_difference_interval_5","type_participants_1","type_participants_2","type_participants_3","type_participants_4","type_participants_5","characteristics_sample_1","characteristics_sample_2","characteristics_sample_3","characteristics_sample_4","characteristics_sample_5","age_category_1","age_category_2","age_category_3","age_category_4","age_category_5","country_1","country_2","country_3","country_4","country_5","sample_size_1","sample_size_2","sample_size_3","sample_size_4","sample_size_5","prop_female_1","prop_female_2","prop_female_3","prop_female_4","prop_female_5","mean_age_1","mean_age_2","mean_age_3","mean_age_4","mean_age_5","SD_age_1","SD_age_2","SD_age_3","SD_age_4","SD_age_5","lowest_age_1","lowest_age_2","lowest_age_3","lowest_age_4","lowest_age_5","highest_age_1","highest_age_2","highest_age_3","highest_age_4","highest_age_5"
"119","Seebauer 2021","(Almost) all Quiet Over One and a Half Years: A Longitudinal Study on Causality Between Key Determinants of Private Flood Mitigation","Seebauer","(Almost) all Quiet Over One and a Half Years: A
Longitudinal Study on Causality Between Key Determinants of Private Flood Mitigation",NA,"Examining intrahousehold change over time and assessing the temporal precedence of cause over effect. Using a longitudinal design to produce more clarity about the causal paths within the PMT (private flood mitigation).",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"10-point Likert scale",NA,NA,NA,NA,"Cognitive risk appraisal is measured by perceived probability and damage of a severe flood within the next 10 years at the respondent’s own building. Risk perception for the entire municipality also assessed.",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natural catastrophe; Other: floods","yes",NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 year 8 months",NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"Austria",NA,NA,NA,NA,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","deVet 2008","Predictors of stage transitions in the precaution adoption process model","de Vet","Predictors of Stage Transitions in the Precaution
Adoption Process Model",2008,"To explore psychosocial correlates and predictors of stage transitions in the precaution adoption process model (PAPM) for fruit intake.","Dutch Internet research panel","longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point likert",NA,NA,NA,NA,"4 items",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Xu 2015","People at Risk of Influenza Pandemics: The Evolution of Perception and Behavior","Xu","People at Risk of Influenza Pandemics: The Evolution of Perception and Behavior",2015,"Our study aimed to understand the dynamics of public perception and behavior over the course of the 2009 H1N1 influenza pandemic.",NA,"serial-cross sectional","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point Likert scale",NA,NA,NA,NA,"6 items. 
Among the six questions, three were about the risk of contracting the disease to self, immediate family members, and the community, and three were about the risk of there being difficulties once influenza permeated the community.",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1 influenza pandemic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe; Other: H1N1 influenza pandemic","yes",NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"perceived risk increased over the course of the H1N1 influenza pandemic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.5 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"China",NA,NA,NA,NA,1006,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Schmid 2014","Reducing aggressive intergroup action tendencies: Effects of intergroup contact via perceived intergroup threat","Schmid","Reducing Aggressive Intergroup Action Tendencies: Effects of Intergroup Contact Via Perceived Intergroup Threat",2014,"we examine the relationship between intergroup contact and intergroup aggressive action tendencies (Studies 1 and 2) and intergroup attitudes
(Study 2), and seek to explain the nature of these relationships by taking account of a key intervening psychological variable: perceived intergroup threat.",NA,"serial-cross sectional","threat",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point Likert scale",NA,NA,NA,NA,"2 items.
Perceived intergroup threat was assessed using four
items. Respondents were asked to indicate their
agreement, using five‐point scales (1 ¼ strongly dis-
agree, 5 ¼ strongly agree), with the following items
(Stephan & Renfro, 2002): “The more power
<OUTGROUP> gain in this country, the more difficult
it is for <INGROUP>,” “Allowing <OUTGROUP> to
decide on political issues means that <INGROUP> have
less say in how this country is run,” “<OUTGROUP>
have been trying to get ahead economically, at the
expense of <INGROUP>,” and “More good jobs for
<OUTGROUP> means fewer good jobs for
<INGROUP>.”",NA,NA,NA,NA,"2",NA,NA,NA,NA,"study 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other: Aggressive Intergroup Action","yes",NA,NA,NA,NA,"correlation",NA,NA,NA,NA,"r=0.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t1-t2",NA,NA,NA,NA,"1 year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"participants with an immigrant background",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"Germany, Italy, Netherlands, Poland, UK, Portugal, France, Hungary",NA,NA,NA,NA,7042,NA,NA,NA,NA,0.53,NA,NA,NA,NA,"49.36",NA,NA,NA,NA,16.98,NA,NA,NA,NA,16,NA,NA,NA,NA,98,NA,NA,NA,NA
"123","Canetti 2016","Threatened or Threatening? How Ideology Shapes Asylum Seekers' Immigration Policy Attitudes in Israel and Australia","Canetti","Threatened or Threatening? How Ideology Shapes Asylum Seekers’ Immigration Policy Attitudes in Israel and Australia",2016,"We examine the role of political ideology (political position or political preference) and threat perception as predictors of different levels of support for exclusionary asylum policies","Midgam Panel","longitudinal","threat",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"7-point likert",NA,NA,NA,NA,"two subscales containing four realistic threat item",NA,NA,NA,NA,"2",NA,NA,NA,NA,"study 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conflict in August 2014 known in
Israel as Operation Protective Edge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other: political","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Johnson 2022","Longitudinal effects of cigarette pictorial warning labels among young adults","Johnson","Longitudinal effects of cigarette pictorial warning labels 
among young adults",2022,"The current study seeks to examine the longitudinal effects of pictorial warnings among young adults",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point Likert scale",NA,NA,NA,NA,"four items: deliberative and affective risk perceptions, each with two items. ""How much do you think your health has been harmed by smoking?"", ""How concerned are you that your smoking has affected your health?""",NA,NA,NA,NA,"4",NA,NA,NA,NA,"single",NA,NA,NA,NA,"Randomized into one of five conditions: 1. gain-framed branded pack, 2. loss-framed branded pack, 3.grain-framed plain pack, 4. loss-framed plain pack, 5. control pack. Those randomized to one of the first four conditions were then ran-
domized to receive pictorial warnings communicating the risks of (1) cancer, (2) lung disease, (3) heart disease/stroke, or (4) mortality informed by prior work",NA,NA,NA,NA,"1",NA,NA,NA,NA,"4 weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cigarettes ; health","yes",NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not significant",NA,NA,NA,NA,"baseline to post-intervention",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"young adults",NA,NA,NA,NA,"USA",NA,NA,NA,NA,229,NA,NA,NA,NA,0.445,NA,NA,NA,NA,"24.6",NA,NA,NA,NA,3.4,NA,NA,NA,NA,18,NA,NA,NA,NA,30,NA,NA,NA,NA
"125","J-DOIT2StudyGrp 2020","Risk perception, self-efficacy, trust for physician, depression, and behavior modification in diabetic patients","Imai","Risk perception, self-efficacy, trust for physician, depression, and behavior modification in diabetic patients",2020,"The aim of this study is to evaluate the effects of risk perception, self-efficacy, and trust on different health promotion behaviors as well as on depressive mood of diabetic patients.",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point likert",NA,NA,NA,NA,"A total of two items were used for the evaluation of risk perception (total score: 2–10): “Feeling scared when you think about living with diabetes?” and “Worrying about the future and the possibility of serious complications?” Higher scores indicated higher risk perception.",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,"Participants 
in the intervention arm received consultation 
reminders and consultation recommendations 
in case of no consultation, care guidance, con-
sultation with computer-aided treatment goal 
setting, weight scale, and a pedometer, if they 
wished.",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health; Other: behavioral changes in diabetic patients","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Armstrong-Carter 2023","Adolescents' perceptions of social risk and prosocial tendencies: Developmental change and individual differences","Armstrong-Carter","Adolescents' perceptions of social risk and prosocial tendencies: Developmental change and individual differences",2023,"The goals of the present study were to investigate: (1) Do adolescents report more prosocial tendencies during years when they report more or less social risk tolerance? (2) Does the link between prosocial tendencies and social risk tolerance change across early- to mid-adolescence? (3) Does the link between prosocial tendencies and social risk tolerance vary according to individual differences in sensation seeking and empathy?","data available upon request","longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"7-point Likert-type scale ranging from ""Not at all Risky"" to ""Extremely Risky""",NA,NA,NA,NA,"We created a mean score at each time point, and reverse scored the measure, such that higher scores indicate the adolescent felt relatively more tolerant of social risks (i.e., less averse or concerned about taking risks), and lower scores indicate the adolescent felt relatively more averse to social risks (i.e., more concerned about taking risks).",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other: social risk and prosocial tendencies","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Gordon 2021","Resistance exercise training among young adults with analogue generalized anxiety disorder","Gordon","Resistance exercise training among young adults with analogue generalized anxiety disorder",2021,"The objective of this randomized controlled trial (RCT) was to quantify the effects of eight weeks of World Health Organization and American College of Sports Medicine guidelines-based resistance exercise  training (RET) among participants meeting criteria for subclinical, or analogue-GAD (AGAD)",NA,"longitudinal","worry",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point Likert scale",NA,NA,NA,NA,"16-item Penn State Worry Questionnaire. Secondary outcome dependent variables included worry, worry- engagement, and absence of worry assessed with the 16-item PSWQ. Total worry, worry-engagement, and absence of worry scores were calculated according to recommendations",NA,NA,NA,NA,"4",NA,NA,NA,NA,"single",NA,NA,NA,NA,"resistance exercise training. The eight-week, twice-weekly intervention increased resistance progressively, such that the participant could complete between 8-12 repetitions before experiencing either fatigue, a deterioration in lifting form, or failure to complete a repetition. The eight exercises were barbell squat, barbell bench press, hexagon bar deadlift, seated dumbbell shoulder lateral raise, barbell bent over rows, dumbbell lunges, seated dumbbell curls, and abdominal crunches.",NA,NA,NA,NA,"1",NA,NA,NA,NA,"eight weeks, twice-weekly",NA,NA,NA,NA,"2 weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health; Other: exercise and anxiety disorder","yes",NA,NA,NA,NA,"correlation",NA,NA,NA,NA,"Hedges's d
B-W1: 0.69 (-0.09 to 1.47) 
W1-W4: 0.02 (-0.74 to 0.78) 
W4-W8: 0.19 (-0.58 to 
0.95)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"patient",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,44,NA,NA,NA,NA,0.666,NA,NA,NA,NA,"25.4",NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Qin 2021","Exploring the dynamic relationships between risk perception and behavior in response to the Coronavirus Disease 2019 (COVID-19) outbreak","Qin","Exploring the dynamic relationships between risk perception and behavior in response to the Coronavirus Disease 2019 (COVID-19) outbreak",2021,"The main objectives of this research are: (1) to assess 
temporal changes in cognitive and affective dimensions of perceived COVID-19 risk as well as related protective 
behavior; and (2) to explore the dynamic relationships between COVID-19 risk perception and behavioral responses.",NA,"serial-cross sectional","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point Likert scale",NA,NA,NA,NA,"3 items. 
Key dimensions of perceived COVID-19 risk were measured by 
asking respondents to describe their perceived likelihood of infection, 
perceived potential harmfulness if infected, and level of anxiety using a 
5-point ordinal scale ranging from 1 (very unlikely, not at all harmful, or not at all anxious) to 5 (very likely, very harmful, or very anxious).",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe; Other: COVID-19","yes",NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"t1-t2-t3: there were significant changes across the three survey phases of both case studies regarding perceived severity and perceptions of COVID-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"sample consisted of two case studies",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"USA",NA,NA,NA,NA,1976,NA,NA,NA,NA,0.5825,NA,NA,NA,NA,"49.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Siegrist 2021","Worldviews, trust, and risk perceptions shape public acceptance of COVID-19 public health measures","Siegrist","Worldviews, trust, and risk perceptions shape public
acceptance of COVID-19 public health measures",2021,"we aimed to examine the influence of people’s trust and worldviews on their risk perceptions regarding COVID-19 and their acceptance of the implemented measures","https://osf.io/ar6zf","longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"7-point Likert scale",NA,NA,NA,NA,"5 items for asking about health risk perception and the coronavirus",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe","yes",NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,"t1-t2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 weeks",NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"Switzerland",NA,NA,NA,NA,1223,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,70,NA,NA,NA,NA
"130","Johnson 2020","Temporal shifts in Americans' risk perceptions of the Zika outbreak","Johnson","Temporal shifts in Americans' risk perceptions of the Zika outbreak",2020,"An earlier longitudinal panel study of Americans’ views on Ebola risk inspired this partial replication on Americans’ views of Zika risks, using multilevel modeling to assess temporal changes in these views and inter-individual factors affecting them, and to determine if similar factors were influential for both non-epidemics in the USA.","Decision Research online panel","longitudinal","risk",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"6-point likert",NA,NA,NA,NA,"Judged risk of Zika to self and the USA: “How much risk does Zika pose to you or your family [the USA]?”",NA,NA,NA,NA,"4",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe; Other: Zika","yes",NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Judged personal risk declined over time, although the low was in Survey 3 (during winter, when mosquitoes are absent) with an intermediate value in Survey 4, when the mosquito season had begun except in the northernmost tier of the lower 48 states",NA,NA,NA,NA,NA,NA,NA,NA,NA,"90 days",NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"USA",NA,NA,NA,NA,370,NA,NA,NA,NA,0.514,NA,NA,NA,NA,"47.3",NA,NA,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Rockliffe 2022","Investigating the utility of the COM-B and TM model to explain changes in eating behaviour during pregnancy: A longitudinal cohort study","Rockliffe","Investigating the utility of the COM-B and TM model to explain changes in eating behaviour during pregnancy: A longitudinal cohort study",2022,"This study aimed to investigate and compare the utility of the Capability-Opportunity-Motivation Behaviour (COM-B) and Teachable Moments (TM) models, to explain health behaviour change during pregnancy, within the context of eating behaviour.","data available upon request","longitudinal","risk","worry",NA,NA,NA,"scale","scale",NA,NA,NA,"7-point Likert scale","5-point Likert scale",NA,NA,NA,"Participants were asked to respond to four statements
assessing their level of concern about their health and that of their baby during their pregnancy","Participants were asked to respond to two statements
assessing levels of worry about their health and that of their baby during their pregnancy,",NA,NA,NA,"4",4,NA,NA,NA,"single","single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"covid-19","covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health; Other: pregnancy","yes","yes",NA,NA,NA,"mean difference","mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant","significant",NA,NA,NA,"participants’ perceived risk towards the health of their baby was significantly higher at T2 than T1","Participants’ levels of worry about their health and that of the baby reduced
significantly from T1 to T4  and from T2 to T4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.33 weeks","15.33 weeks",NA,NA,NA,"laypeople","laypeople",NA,NA,NA,"pregnant women","pregnant women",NA,NA,NA,"adults","adults",NA,NA,NA,"United Kingdom","United Kingdom",NA,NA,NA,516,516,NA,NA,NA,1,1,NA,NA,NA,"30",30,NA,NA,NA,4.8,4.8,NA,NA,NA,18,18,NA,NA,NA,45,45,NA,NA,NA
"132","Yilmaz 2008","Psychometric Characteristics of the Penn State Worry Questionnaire and Metacognitions Questionnaire-30 and Metacognitive Predictors of Worry and Obsessive-Compulsive Symptoms in a Turkish Sample","Yilmaz","Psychometric Characteristics of the Penn State Worry 
Questionnaire and Metacognitions Questionnaire-30 and Metacognitive Predictors of Worry and Obsessive–Compulsive Symptoms in a Turkish Sample",2008,"The purpose of the present study was twofold. First, to examine the psychometric properties of the Penn State Worry Questionnaire (PSWQ) and the Metacognitions Questionnaire-30 (MCQ-30) in a Turkish sample. Second, to investigate metacognitive predictors of pathological worry and obsessive–compulsive (o–c) symptoms in 
this group.",NA,"longitudinal","worry",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point Likert scale",NA,NA,NA,NA,"16 items
Penn state worry questionnaire",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health; Other: questionnaire validation","yes",NA,NA,NA,NA,"test-retest",NA,NA,NA,NA,"r= 0.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"students",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"Turkey",NA,NA,NA,NA,26,NA,NA,NA,NA,0.07,NA,NA,NA,NA,"28.39",NA,NA,NA,NA,4.3,NA,NA,NA,NA,23,NA,NA,NA,NA,46,NA,NA,NA,NA
